class,scientific_name,common_name
Amphibia,Craugastor fleischmanni,Fleischmann's Rain Frog
Amphibia,Eleutherodactylus fuscus,Dusky Rain Frog
Amphibia,Phyllodytes luteolus,Yellow Bromeliad Frog
Amphibia,Phyllodytes edelmoi,Edelmoi's Bromeliad Frog
Amphibia,Osteocephalus oophagus,Oophagous Poison Frog
Amphibia,Hyalinobatrachium fleischmanni,Fleischmann's Glass Frog
Amphibia,Centrolene geckoideum,Gecko Glass Frog
Amphibia,Cochranella dispar,Spotted Glass Frog
Amphibia,Nymphargus grandisonae,Grandison's Glass Frog
Amphibia,Vitreorana helenae,Helena's Glass Frog
Amphibia,Hyla regilla,Pacific Tree Frog
Amphibia,Pseudacris streckeri,Strecker's Chorus Frog
Amphibia,Acris crepitans,Northern Cricket Frog
Amphibia,Osteopilus dominicensis,Dominican Tree Frog
Amphibia,Leptolalax pelodytoides,Common Borneo Frog
Amphibia,Limnonectes fragilis,Fragile Fanged Frog
Amphibia,Occidozyga lima,Lima Dwarf Frog
Amphibia,Micrixalus kottigeharensis,Dancing Frog
Amphibia,Indirana leptodactyla,Narrow-digit Frog
Amphibia,Nyctibatrachus hussaini,Hussain's Night Frog
Amphibia,Raorchestes tinniens,Chubby Bush Frog
Amphibia,Kurixalus naso,Nasal Bush Frog
Amphibia,Ptychadena mascareniensis,Mascarene Grass Frog
Pisces,Salmo salar,Atlantic Salmon
Pisces,Oncorhynchus mykiss,Rainbow Trout
Pisces,Thunnus thynnus,Atlantic Bluefin Tuna
Pisces,Thunnus albacares,Yellowfin Tuna
Pisces,Scomber scombrus,Atlantic Mackerel
Pisces,Gadus morhua,Atlantic Cod
Pisces,Clupea harengus,Atlantic Herring
Pisces,Engraulis encrasicolus,European Anchovy
Pisces,Merlangius merlangus,Whiting
Pisces,Micromesistius poutassou,Blue Whiting
Pisces,Pollachius virens,Saithe
Pisces,Gadiculus argenteus,Silvery Pout
Pisces,Merluccius merluccius,European Hake
Pisces,Dicentrarchus labrax,European Sea Bass
Pisces,Sparus aurata,Gilthead Seabream
Pisces,Pagrus pagrus,Red Porgy
Pisces,Lophius piscatorius,Anglerfish
Pisces,Serranus scriba,Comber
Pisces,Mullus barbatus,Red Mullet
Pisces,Pleuronectes platessa,European Plaice
Pisces,Solea solea,Common Sole
Pisces,Scophthalmus maximus,Turbot
Pisces,Hippoglossus hippoglossus,Atlantic Halibut
Pisces,Reinhardtius hippoglossoides,Greenland Halibut
Pisces,Clupea pallasii,Pacific Herring
Pisces,Oncorhynchus tshawytscha,Chinook Salmon
Pisces,Oncorhynchus kisutch,Coho Salmon
Pisces,Oncorhynchus nerka,Sockeye Salmon
Pisces,Esox lucius,Northern Pike
Pisces,Sander lucioperca,Zander
Pisces,Lota lota,Burbot
Pisces,Ictalurus punctatus,Channel Catfish
Pisces,Silurus glanis,Wels Catfish
Pisces,Cyprinus carpio,Common Carp
Pisces,Carassius auratus,Goldfish
Pisces,Hypophthalmichthys molitrix,Silver Carp
Pisces,Ctenopharyngodon idella,Grass Carp
Pisces,Aristichthys nobilis,Bighead Carp
Pisces,Mylopharyngodon piceus,Black Carp
Pisces,Pangasianodon hypophthalmus,Basa Fish
Pisces,Oreochromis niloticus,Nile Tilapia
Pisces,Tilapia zillii,Redbelly Tilapia
Pisces,Sarotherodon melanotheron,Blackchin Tilapia
Pisces,Mugil cephalus,Flathead Grey Mullet
Pisces,Liza aurata,Golden Grey Mullet
Pisces,Ellochelon vaigiensis,Squaretail Mullet
Pisces,Trachurus trachurus,Atlantic Horse Mackerel
Pisces,Caranx crysos,Blue Runner
Pisces,Seriola dumerili,Greater Amberjack
Pisces,Seriola lalandi,Yellowtail Amberjack
Pisces,Sphyraena barracuda,Great Barracuda
Pisces,Lutjanus campechanus,Red Snapper
Pisces,Lutjanus griseus,Gray Snapper
Pisces,Mycteroperca bonaci,Black Grouper
Pisces,Epinephelus morio,Red Grouper
Pisces,Epinephelus itajara,Goliath Grouper
Pisces,Pomatomus saltatrix,Bluefish
Pisces,Trachinotus carolinus,Pompano
Pisces,Acanthopagrus butcheri,Black Bream
Pisces,Acanthopagrus australis,Yellowfin Bream
Pisces,Pagrus auratus,Snapper
Pisces,Chrysophrys auratus,Sea Perch
Pisces,Sillago sihama,Silver Sillago
Pisces,Platycephalus indicus,Bartail Flathead
Pisces,Cynoglossus semilaevis,Tongue Sole
Pisces,Parachaenichthys charcoti,Antarctic Icefish
Pisces,Notothenia coriiceps,Black Rockcod
Pisces,Trematomus bernacchii,Emerald Rockcod
Pisces,Dissostichus mawsoni,Patagonian Toothfish
Pisces,Anoplopoma fimbria,Sablefish
Pisces,Sebastes rubrivinctus,Rougheye Rockfish
Pisces,Sebastes schlegelii,Black Rockfish
Pisces,Sebastes miniatus,Vermilion Rockfish
Pisces,Sebastes caurinus,Copper Rockfish
Pisces,Scomber japonicus,Pacific Mackerel
Pisces,Auxis thazard,Frigate Tuna
Pisces,Katsuwonus pelamis,Skipjack Tuna
Pisces,Euthynnus alletteratus,Little Tunny
Pisces,Auxis rochei,Bullet Tuna
Pisces,Thunnus obesus,Bigeye Tuna
Pisces,Thunnus orientalis,Pacific Bluefin Tuna
Pisces,Pampus argenteus,Silver Pomfret
Pisces,Parastromateus niger,Japanese Scad
Pisces,Decapterus macarellus,Mackerel Scad
Pisces,Trachurus novaezelandiae,New Zealand Jack Mackerel
Pisces,Scomber australasicus,Australian Mackerel
Pisces,Johnius belangerii,Croaker
Pisces,Sciaenops ocellatus,Red Drum
Pisces,Cynoscion nebulosus,Spotted Seatrout
Pisces,Micropogonias undulatus,Atlantic Croaker
Pisces,Paralichthys dentatus,Summer Flounder
Pisces,Paralichthys lethostigma,Southern Flounder
Pisces,Hippoglossina oblonga,Pacific Sanddab
Pisces,Etelis coruscans,Golden Snapper
Pisces,Lutjanus rivulatus,Mangrove Red Snapper
Pisces,Emmelichthyops ruber,Ruby Snapper
Pisces,Pomadasys corvina,Silver Seabream
Pisces,Trachinotus blochii,Indian Pompano
Pisces,Lates calcarifer,Barramundi
Pisces,Sillaginodes punctatus,Spotted Sillago
Pisces,Abramis brama,Common Bream
Pisces,Acanthopagrus latus,Japanese Bream
Pisces,Acipenser baerii,Siberian Sturgeon
Pisces,Acipenser gueldenstaedtii,Russian Sturgeon
Pisces,Acipenser ruthenus,Sterlet
Pisces,Acipenser transmontanus,White Sturgeon
Pisces,Aequidens rivulatus,Green Terror
Pisces,Alosa alosa,Allis Shad
Pisces,Alosa fallax,Twaite Shad
Pisces,Ambassis dussumieri,Malabar Glassfish
Pisces,Amphiprion ocellaris,Ocellaris Clownfish
Pisces,Anchoa mitchilli,Bay Anchovy
Pisces,Anostomus anostomus,Anostomus
Pisces,Apogon lineatus,Striped Cardinalfish
Pisces,Arapaima gigas,Arapaima
Pisces,Argentina silus,Greater Argentine
Pisces,Arius felis,Hardhead Catfish
Pisces,Atherina boyeri,Sand Smelt
Pisces,Aulonocara baenschi,Red Empress
Pisces,Bagre marinus,Gafftopsail Catfish
Pisces,Balistes capriscus,Grey Triggerfish
Pisces,Barbodes gonionotus,Java Barb
Pisces,Barbus barbus,Barbel
Pisces,Bathylagus antarcticus,Antarctic Silverfish
Pisces,Belone belone,Garfish
Pisces,Betta splendens,Siamese Fighting Fish
Pisces,Blicca bjoerkna,Silver Bream
Pisces,Boraras brigittae,Mosquito Rasbora
Pisces,Brachydanio rerio,Zebrafish
Pisces,Brycon orbignyanus,Sabalo
Pisces,Caecobarbus geertsii,Congo Blind Barb
Pisces,Callorhinchus milii,Australian Ghostshark
Pisces,Capros aper,Boarfish
Pisces,Carassius carassius,Crucian Carp
Pisces,Centrolabrus exoletus,Rock Cook
Pisces,Cephalopholis argus,Peacock Hind
Pisces,Channa argus,Northern Snakehead
Pisces,Chanos chanos,Milkfish
Pisces,Cheilinus undulatus,Humphead Wrasse
Pisces,Chiloscylus colias,Redbanded Rockfish
Pisces,Chromis chromis,Damselfish
Pisces,Cichla temensis,Peacock Bass
Pisces,Citharichthys sordidus,Pacific Sanddab
Pisces,Clarias gariepinus,African Sharptooth Catfish
Pisces,Coryphaena hippurus,Dorado
Pisces,Corydoras aeneus,Bronze Corydoras
Pisces,Cottus gobio,Bullhead
Pisces,Ctenolabrus rupestris,Goldsinny Wrasse
Pisces,Cyclopterus lumpus,Lumpfish
Pisces,Danio rerio,Zebrafish
Pisces,Dasyatis pastinaca,Common Stingray
Pisces,Dentex dentex,Common Dentex
Pisces,Diplodus sargus,White Seabream
Pisces,Echeneis naucrates,Remora
Pisces,Echinorhinus brucus,Bramble Shark
Pisces,Elops saurus,Ladyfish
Pisces,Epinephelus marginatus,Dusky Grouper
Pisces,Eptatretus stoutii,Pacific Hagfish
Pisces,Etmopterus princeps,Great Lanternshark
Pisces,Eudontomyzon danfordi,Danube Lamprey
Pisces,Euthynnus affinis,Kawakawa
Pisces,Fistularia commersonii,Bluespotted Cornetfish
Pisces,Fundulus heteroclitus,Mummichog
Pisces,Gadus macrocephalus,Pacific Cod
Pisces,Galeocerdo cuvier,Tiger Shark
Pisces,Galeorhinus galeus,Tope Shark
Pisces,Gambusia affinis,Mosquitofish
Pisces,Gasterosteus aculeatus,Three-spined Stickleback
Pisces,Glyptocephalus cynoglossus,Witch Flounder
Pisces,Gymnotus carapo,Electric Eel
Pisces,Helicolenus dactylopterus,Rockfish
Pisces,Hemiramphus brasiliensis,Ballyhoo
Pisces,Hexanchus griseus,Sixgill Shark
Pisces,Hippocampus barbouri,Barbour's Seahorse
Pisces,Holocentrus adscensionis,Squirrelfish
Pisces,Hoplostethus atlanticus,Orange Roughy
Pisces,Huso huso,Beluga Sturgeon
Pisces,Hypoplectrus puella,Hamlet
Pisces,Isurus oxyrinchus,Shortfin Mako
Pisces,Kryptopterus bicirrhis,Glass Catfish
Pisces,Labrus bergylta,Ballan Wrasse
Pisces,Lamna nasus,Porbeagle Shark
Pisces,Lepidopodus caudatus,Silver Scabbardfish
Pisces,Lepomis macrochirus,Bluegill
Pisces,Limanda limanda,Dab
Pisces,Loricaria lentiginosa,Whiptail Catfish
Pisces,Macrourus berglax,Roughhead Grenadier
Pisces,Mallotus villosus,Capelin
Pisces,Megalops atlanticus,Tarpon
Pisces,Melanogrammus aeglefinus,Haddock
Pisces,Menticirrhus americanus,Southern Kingfish
Pisces,Microgadus tomcod,Atlantic Tomcod
Pisces,Microstomus kitt,Lemon Sole
Pisces,Mola mola,Ocean Sunfish
Pisces,Mora moro,Mora
Pisces,Mormyrus rume,Elephantfish
Pisces,Mustelus asterias,Starry Smooth-hound
Pisces,Myoxocephalus scorpius,Shorthorn Sculpin
Pisces,Nematobrachion boopis,Bentheuphausia amblyops
Pisces,Neoceratodus forsteri,Australian Lungfish
Pisces,Odontaspis ferox,Ragged-tooth Shark
Pisces,Ophiocephalus striatus,Striped Snakehead
Pisces,Oryzias latipes,Medaka
Pisces,Osmerus mordax,Rainbow Smelt
Pisces,Perca fluviatilis,European Perch
Pisces,Perca flavescens,Yellow Perch
Pisces,Petromyzon marinus,Sea Lamprey
Pisces,Phoxinus phoxinus,Minnow
Pisces,Platichthys flesus,Flounder
Pisces,Poecilia reticulata,Guppy
Pisces,Pollachius pollachius,Pollock
Pisces,Polyodon spathula,American Paddlefish
Pisces,Pomacentrus coelestis,Neon Damsel
Pisces,Psetta maxima,Turbot
Pisces,Pterois volitans,Lionfish
Pisces,Raja clavata,Thornback Ray
Pisces,Ranzania laevis,Slender Sunfish
Pisces,Rasbora heteromorpha,Harlequin Rasbora
Pisces,Rhincodon typus,Whale Shark
Pisces,Salvelinus fontinalis,Brook Trout
Pisces,Salvelinus alpinus,Arctic Char
Pisces,Sardina pilchardus,European Pilchard
Pisces,Sardinops sagax,Pacific Sardine
Pisces,Scarus ghobban,Bluebarred Parrotfish
Pisces,Scyliorhinus canicula,Lesser Spotted Dogfish
Pisces,Siganus fuscescens,Mottled Rabbitfish
Pisces,Solea senegalensis,Senegalese Sole
Pisces,Sphyrna zygaena,Smooth Hammerhead
Pisces,Squatina squatina,Angel Shark
Pisces,Stizostedion vitreum,Walleye
Pisces,Symbolophorus barnardi,Lanternfish
Pisces,Synodus saurus,Lizardfish
Pisces,Tautoga onitis,Tautog
Pisces,Tetraodon nigroviridis,Green Pufferfish
Pisces,Thalassoma bifasciatum,Bluehead Wrasse
Pisces,Thunnus maccoyii,Southern Bluefin Tuna
Pisces,Tinca tinca,Tench
Pisces,Torpedo marmorata,Marbled Electric Ray
Pisces,Trichiurus lepturus,Largehead Hairtail
Pisces,Umbrina cirrosa,Shi Drum
Pisces,Xiphias gladius,Swordfish
Pisces,Zenopsis nebulosa,John Dory
Insecta,Apis mellifera,Honey Bee
Insecta,Danaus plexippus,Monarch Butterfly
Insecta,Musca domestica,Housefly
Insecta,Aedes aegypti,Yellow Fever Mosquito
Insecta,Anopheles gambiae,African Malaria Mosquito
Insecta,Blattella germanica,German Cockroach
Insecta,Periplaneta americana,American Cockroach
Insecta,Gryllus domesticus,House Cricket
Insecta,Locusta migratoria,Migratory Locust
Insecta,Schistocerca gregaria,Desert Locust
Insecta,Drosophila melanogaster,Fruit Fly
Insecta,Tenebrio molitor,Mealworm Beetle
Insecta,Tribolium castaneum,Red Flour Beetle
Insecta,Coccinella septempunctata,Seven-spotted Ladybug
Insecta,Harmonia axyridis,Harlequin Ladybird
Insecta,Cicada orni,Ornate Cicada
Insecta,Magicicada septendecim,17-Year Cicada
Insecta,Romalea microptera,Eastern Lubber Grasshopper
Insecta,Melanoplus femurrubrum,Red-legged Grasshopper
Insecta,Stenopelmatus fuscus,Jerusalem Cricket
Insecta,Mantis religiosa,European Mantis
Insecta,Phasmatodea spp.,Stick Insect
Insecta,Carausius morosus,Indian Stick Insect
Insecta,Formica rufa,Red Wood Ant
Insecta,Camponotus pennsylvanicus,Black Carpenter Ant
Insecta,Solenopsis invicta,Red Imported Fire Ant
Insecta,Lasius niger,Black Garden Ant
Insecta,Termes flavipes,Eastern Subterranean Termite
Insecta,Reticulitermes flavipes,Eastern Subterranean Termite
Insecta,Zootermopsis angusticollis,Dampwood Termite
Insecta,Odonata spp.,Dragonfly
Insecta,Calopteryx virgo,Banded Demoiselle
Insecta,Sympetrum striolatum,Common Darter
Insecta,Diptera spp.,Fly
Insecta,Calliphora vomitoria,Blue Bottle Fly
Insecta,Sarcophaga carnaria,Flesh Fly
Insecta,Eristalis tenax,Drone Fly
Insecta,Coleoptera spp.,Beetle
Insecta,Lucanus cervus,Stag Beetle
Insecta,Dynastes hercules,Hercules Beetle
Insecta,Cetonia aurata,Rose Chafer
Insecta,Curculio nucum,Nut Weevil
Insecta,Lepidoptera spp.,Moth
Insecta,Actias luna,Luna Moth
Insecta,Antheraea polyphemus,Polyphemus Moth
Insecta,Manduca sexta,Tobacco Hornworm
Insecta,Plutella xylostella,Diamondback Moth
Insecta,Hymenoptera spp.,Wasp
Insecta,Vespula vulgaris,Common Wasp
Insecta,Polistes dominula,European Paper Wasp
Insecta,Apis cerana,Asian Honey Bee
Insecta,Bombus terrestris,Buff-tailed Bumblebee
Insecta,Megachile rotundata,Alfalfa Leafcutter Bee
Insecta,Halictus spp.,Sweat Bee
Insecta,Andrena spp.,Mining Bee
Insecta,Osmia spp.,Mason Bee
Insecta,Aglais urticae,Small Tortoiseshell Butterfly
Insecta,Vanessa atalanta,Red Admiral Butterfly
Insecta,Pieris rapae,Small White Butterfly
Insecta,Colias croceus,Clouded Yellow Butterfly
Insecta,Papilio machaon,Old World Swallowtail Butterfly
Insecta,Hemiptera spp.,True Bug
Insecta,Cimex lectularius,Bed Bug
Insecta,Lygus lineolaris,Tarnished Plant Bug
Insecta,Nezara viridula,Southern Green Stink Bug
Insecta,Aphididae spp.,Aphid
Insecta,Myzus persicae,Green Peach Aphid
Insecta,Acyrthosiphon pisum,Pea Aphid
Insecta,Thysanoptera spp.,Thrips
Insecta,Frankliniella occidentalis,Western Flower Thrips
Insecta,Thrips tabaci,Onion Thrips
Insecta,Orthoptera spp.,Grasshopper
Insecta,Tettigonia viridissima,Great Green Bush-cricket
Insecta,Chorthippus brunneus,Field Grasshopper
Insecta,Dermaptera spp.,Earwig
Insecta,Forficula auricularia,Common Earwig
Insecta,Labia minor,Lesser Earwig
Insecta,Isoptera spp.,Termite
Insecta,Mastotermes darwiniensis,Giant Termite
Insecta,Cryptotermes brevis,Furniture Termite
Insecta,Phthiraptera spp.,Louse
Insecta,Pediculus humanus capitis,Head Louse
Insecta,Pediculus humanus corporis,Body Louse
Insecta,Pthirus pubis,Crab Louse
Insecta,Siphonaptera spp.,Flea
Insecta,Ctenocephalides felis,Cat Flea
Insecta,Pulex irritans,Human Flea
Insecta,Xenopsylla cheopis,Oriental Rat Flea
Insecta,Strepsiptera spp.,Twisted-wing Parasite
Insecta,Xenos vesparum,Xenos vesparum
Insecta,Elenchus tenuicornis,Elenchus tenuicornis
Insecta,Mecoptera spp.,Scorpionfly
Insecta,Panorpa communis,Common Scorpionfly
Insecta,Bittacus nervosus,Hangingfly
Insecta,Neuroptera spp.,Lacewing
Insecta,Chrysoperla carnea,Common Green Lacewing
Insecta,Myrmeleon formicarius,Antlion
Insecta,Trichoptera spp.,Caddisfly
Insecta,Hydropsyche pellucidula,Caddisfly
Insecta,Rhyacophila dorsalis,Caddisfly
Insecta,Ephemeroptera spp.,Mayfly
Insecta,Baetis rhodani,Mayfly
Insecta,Ephemera danica,Mayfly
Insecta,Plecoptera spp.,Stonefly
Insecta,Perla marginata,Stonefly
Insecta,Isoperla grammatica,Stonefly
Insecta,Embioptera spp.,Webspinner
Insecta,Oligotoma saundersii,Webspinner
Insecta,Haploembia solifuga,Webspinner
Insecta,Zoraptera spp.,Angel Insect
Insecta,Zorotypus hubbardi,Angel Insect
Insecta,Metaptera spp.,Metaptera
Insecta,Stylotermes planifrons,Metaptera
Insecta,Grylloblattodea spp.,Ice Crawler
Insecta,Grylloblatta campodeiformis,Ice Crawler
Insecta,Mantophasmatodea spp.,Heelwalker
Insecta,Mantophasma zephyra,Heelwalker
Arachnida,Acanthogonatus francki,Chilean Rose Hair Tarantula
Arachnida,Achaearanea tepidariorum,Common House Spider
Arachnida,Adiantum aethiopicum,Maidenhair Spleenwort Spider
Arachnida,Agelena labyrinthica,Labyrinth Spider
Arachnida,Agelenopsis aperta,Desert Grass Spider
Arachnida,Agalenocosa maderiana,Madeiran Wolf Spider
Arachnida,Allothele australis,Australian Funnel-web Spider
Arachnida,Amaurobius similis,Lace Web Spider
Arachnida,Anasaitis canosa,Twin-flagged Jumping Spider
Arachnida,Ancylometes bogotensis,Bogota Fishing Spider
Arachnida,Androctonus australis,Fat-tailed Scorpion
Arachnida,Anelosimus studiosus,Social Spider
Arachnida,Antrodiaetus unicolor,Folding Trapdoor Spider
Arachnida,Aphonopelma chalcodes,Desert Blonde Tarantula
Arachnida,Aptostichus stephencolberti,Stephen Colbert's Trapdoor Spider
Arachnida,Araneus diadematus,European Garden Spider
Arachnida,Argiope appensa,Large Garden Spider
Arachnida,Argiope bruennichi,Wasp Spider
Arachnida,Attulus pubescens,Dimorphic Jumping Spider
Arachnida,Avicularia metallica,Metallic Pinktoe Tarantula
Arachnida,Bactrodesmium longipes,Long-legged Harvestman
Arachnida,Badumna longinqua,Grey House Spider
Arachnida,Barychelus rufus,Red Trapdoor Spider
Arachnida,Bothriurus asper,Chilean Scorpion
Arachnida,Brachypelma albopilosa,Mexican Redknee Tarantula
Arachnida,Brachypelma boehmei,Mexican Fireleg Tarantula
Arachnida,Brachypelma emilia,Mexican Red Tarantula
Arachnida,Brachypelma hamorii,Mexican Red Knee Tarantula
Arachnida,Buthus occitanus,Common Yellow Scorpion
Arachnida,Calisoma macrura,Calisoma Spider
Arachnida,Castianeira amoena,Red-spotted Ant Mimic
Arachnida,Cheiracanthium inclusum,Yellow Sac Spider
Arachnida,Chiracanthium mildei,Long-legged Sac Spider
Arachnida,Clubiona phragmitis,Reed Spider
Arachnida,Clynotis severus,Severe Jumping Spider
Arachnida,Coelotes terrestris,Cave Spider
Arachnida,Coras medicinalis,Hobo Spider
Arachnida,Cybaeopsis lacustris,Lake Spider
Arachnida,Cyrtophora citricola,Tropical Tent-web Spider
Arachnida,Damon diadema,Tailless Whip Scorpion
Arachnida,Dendrolycosa robusta,Giant Wolf Spider
Arachnida,Deuterocopus ruber,Red Velvet Mite
Arachnida,Dictyna volucripes,Fast-footed Meshweb Weaver
Arachnida,Dinoponera australis,Giant Ant
Arachnida,Diploplectron brunneum,Blue-tailed Spider Wasp
Arachnida,Dolichognatha proxima,Long-jawed Orb Weaver
Arachnida,Drassodes lapidosus,Stone Spider
Arachnida,Dysdera crocota,Woodlouse Spider
Arachnida,Ebrechtella timida,Shy Crab Spider
Arachnida,Erigone atra,Dwarf Spider
Arachnida,Euscorpius flavicaudis,Small Wood Scorpion
Arachnida,Evarcha arcuata,Arched Jumping Spider
Arachnida,Frontinella communis,Bowl and Doily Spider
Arachnida,Geolycosa missouriensis,Missouri Tarantula
Arachnida,Grammostola pulchra,Brazilian Black Tarantula
Arachnida,Hadronyche versuta,Tree Funnel-web Spider
Arachnida,Haplopelma lividum,Cobalt Blue Tarantula
Arachnida,Harpactira pulchripes,Orange Baboon Tarantula
Arachnida,Hentzia palmarum,Palm Jumping Spider
Arachnida,Heteropoda venatoria,Giant Huntsman Spider
Arachnida,Hogna radiata,Wandering Wolf Spider
Arachnida,Holocnemus pluchei,Daddy Long-legs Spider
Arachnida,Hyllus diadematus,Crowned Jumping Spider
Arachnida,Idaea dimidiata,Lesser Pin-marked Carpet Moth
Arachnida,Ixodes scapularis,Deer Tick
Arachnida,Kukulcania hibernalis,Southern House Spider
Arachnida,Larinioides cornutus,European Furrow Spider
Arachnida,Latrodectus geometricus,Brown Widow Spider
Arachnida,Leiobunum vittatum,Striped Harvestman
Arachnida,Lepthyphantes tenuis,Money Spider
Arachnida,Liocranium rupicola,Rock Spider
Arachnida,Lycosa tarantula,Tarantula Wolf Spider
Arachnida,Lyssacrus fragilis,Glass Sponge 
Arachnida,Macrothele calpeiana,Large Funnel-web Spider
Arachnida,Mecynidis scutata,Hammock Spider
Arachnida,Metepeira labyrinthea,Labyrinth Orb Weaver
Arachnida,Metellina segmentata,Autumn Spider
Arachnida,Micaria pulicaria,Ant-like Spider
Arachnida,Microhexura montivaga,Appalachian Spider
Arachnida,Misgolas rapax,Sydney Brown Trapdoor Spider
Arachnida,Mygalarachne brevipalpis,Trapdoor Spider
Arachnida,Myrmarachne formicaria,Ant-mimicking Jumping Spider
Arachnida,Neoscona arabesca,Arabesque Orb Weaver
Arachnida,Nesticus carteri,Cave Cobweb Spider
Arachnida,Oecobius navus,Wall Spider
Arachnida,Oxyopes salticus,Striped Lynx Spider
Arachnida,Pachygnatha clercki,Long-jawed Spider
Arachnida,Pardosa amentata,Spotted Wolf Spider
Arachnida,Parasteatoda lunata,False Black Widow Spider
Arachnida,Phidippus carneus,Red-backed Jumping Spider
Arachnida,Pholcus phalangioides,Daddy Long-legs Spider
Arachnida,Pisaura mirabilis,Nursery Web Spider
Arachnida,Poecilotheria metallica,Gooty Sapphire Tarantula
Arachnida,Porrhomma pallidum,Pale Dwarf Spider
Arachnida,Psilochorus simoni,Long-bodied Cellar Spider
Arachnida,Pterinochilus murinus,Usambara Baboon Tarantula
Arachnida,Runcinia grammica,White-banded Crab Spider
Arachnida,Saitis barbipes,Bearded Jumping Spider
Arachnida,Salticus scenicus,Zebra Jumping Spider
Arachnida,Scytodes thoracica,Spitting Spider
Arachnida,Selenocosmia crassipes,Queensland Whistling Tarantula
Arachnida,Smeringopus pallidus,Pale Pholcid Spider
Arachnida,Sosticus californicus,California Ground Spider
Arachnida,Steatoda bipunctata,False Black Widow
Arachnida,Stenochrus angulatus,Angulate Trapdoor Spider
Arachnida,Synema globosum,Slender Crab Spider
Arachnida,Tetragnatha extensa,Long-jawed Orb Weaver
Arachnida,Thiodina sylvana,Woodland Jumping Spider
Arachnida,Tigrosa helluo,Pirate Wolf Spider
Arachnida,Titanoeca nivalis,Snow Spider
Arachnida,Tmarcus viridis,Green Huntsman Spider
Arachnida,Troglohyphantes latzeli,Cave Spider
Arachnida,Uloborus plumipes,Feather-legged Lace Weaver
Crustacea,Acetes indicus,Sergestid Shrimp
Crustacea,Aegla platensis,Aeglid Crab
Crustacea,Alpheus bellulus,Snapping Shrimp
Crustacea,Amphibalanus amphitrite,Striped Barnacle
Crustacea,Aporcellana sayana,Porcelain Crab
Crustacea,Atya gabonensis,African Filter Shrimp
Crustacea,Austropotamobius pallipes,White-clawed Crayfish
Crustacea,Balanus balanus,Northern Rock Barnacle
Crustacea,Balanus glandula,Acorn Barnacle
Crustacea,Bathynomus giganteus,Giant Isopod
Crustacea,Birgus latro,Coconut Crab
Crustacea,Bresilia plumifera,Bresilia Shrimp
Crustacea,Callinectes sapidus,Blue Crab
Crustacea,Calocaris macandreae,Norway Lobster
Crustacea,Cancer irroratus,Atlantic Rock Crab
Crustacea,Cancer magister,Dungeness Crab
Crustacea,Cancer pagurus,Edible Crab
Crustacea,Carcinus maenas,European Shore Crab
Crustacea,Cardisoma carnifex,Land Crab
Crustacea,Centropages typicus,Copepod
Crustacea,Cerataspis monstrosa,Cerataspis
Crustacea,Chionoecetes opilio,Snow Crab
Crustacea,Clibanarius vittatus,Thinstripe Hermit Crab
Crustacea,Corallianassa longiventris,Ghost Shrimp
Crustacea,Crangon crangon,Brown Shrimp
Crustacea,Cypridina hilgendorfii,Luminescent Ostracod
Crustacea,Daphnia magna,Water Flea
Crustacea,Diogenes pugilator,Hermit Crab
Crustacea,Emerita analoga,Mole Crab
Crustacea,Eriphia verrucosa,Warty Crab
Crustacea,Euphausia superba,Krill
Crustacea,Eurydice pulchra,Isopod
Crustacea,Gammarus pulex,Freshwater Shrimp
Crustacea,Gecarcoidea natalis,Christmas Island Red Crab
Crustacea,Gelasimus pugilator,Fiddler Crab
Crustacea,Grapsus grapsus,Sally Lightfoot Crab
Crustacea,Hemigrapsus oregonensis,Oregon Shore Crab
Crustacea,Homarus americanus,American Lobster
Crustacea,Homarus gammarus,European Lobster
Crustacea,Hyas araneus,Spider Crab
Crustacea,Jasus edwardsii,Red Rock Lobster
Crustacea,Kellia suborbicularis,Suborbicular Pea Crab
Crustacea,Leander serratus,Common Prawn
Crustacea,Ligia oceanica,Sea Slater
Crustacea,Limulus polyphemus,Horseshoe Crab
Crustacea,Lithodes maja,European Spider Crab
Crustacea,Lysmata amboinensis,Cleaner Shrimp
Crustacea,Macrobrachium rosenbergii,Giant Freshwater Prawn
Crustacea,Macropipus puber,Velvet Swimming Crab
Crustacea,Maja squinado,European Spider Crab
Crustacea,Metacarcinus anthonyi,Pacific Rock Crab
Crustacea,Metapenaeus monoceros,Speckled Shrimp
Crustacea,Mysis relicta,Mysid Shrimp
Crustacea,Nephrops norvegicus,Norway Lobster
Crustacea,Ocypode quadrata,Ghost Crab
Crustacea,Orconectes limosus,Spinycheek Crayfish
Crustacea,Orconectes rusticus,Rusty Crayfish
Crustacea,Pachygrapsus marmoratus,Marbled Rock Crab
Crustacea,Pagurus bernhardus,Common Hermit Crab
Crustacea,Palaemon elegans,Rockpool Shrimp
Crustacea,Palaemon serratus,Common Prawn
Crustacea,Panulirus argus,Caribbean Spiny Lobster
Crustacea,Panulirus interruptus,California Spiny Lobster
Crustacea,Paralithodes camtschaticus,King Crab
Crustacea,Paralomis granulosa,Chilean King Crab
Crustacea,Penaeus aztecus,Brown Shrimp
Crustacea,Penaeus duorarum,Pink Shrimp
Crustacea,Penaeus japonicus,Kuruma Shrimp
Crustacea,Penaeus setiferus,White Shrimp
Crustacea,Percnon gibbesi,Nimble Spray Crab
